"last_name, first_name","player_id","year","pa","home_run","xwobacon","exit_velocity_avg","barrel_batted_rate","hard_hit_percent","avg_best_speed","oz_contact_percent","whiff_percent","flyballs_percent"
"Franco, Wander","677551","2023","491","17",".393","89.4",7.7,43,"99.940366243",71.7,14.8,23.9
"Rodríguez, Julio","677594","2023","714","32",".431","92.7",11.9,52,"104.082287708",51.4,28.2,24.5
"Duran, Ezequiel","677649","2023","439","14",".414","90.1",8.7,43.9,"101.553371259",56.4,28.5,23.2
"Thomas, Alek","677950","2023","402","9",".346","88.9",5.1,41.6,"99.767087793",51.2,25,16.7
"Witt Jr., Bobby","677951","2023","694","30",".427","90.7",11.5,45.6,"102.080606768",63.5,22.8,28.4
"Bae, Ji Hwan","678225","2023","371","2",".307","88.1",2,36.8,"98.940343707",56.6,24.3,12.1
"Vargas, Miguel","678246","2023","304","7",".315","86.8",6,31.5,"97.543796",61.9,22.3,31.5
"Tovar, Ezequiel","678662","2023","615","15",".378","88",8.1,36.2,"99.019446394",48.2,31.3,26.4
"Torkelson, Spencer","679529","2023","684","31",".428","91.8",14.1,50.9,"102.691928356",54.1,24.7,31.6
"McLain, Matt","680574","2023","403","16",".429","89.3",10.8,42.4,"100.203855242",52.9,28,26.4
"Kwan, Steven","680757","2023","718","5",".311","86",1.1,18.8,"94.063409324",72.7,11.1,20
"Duran, Jarren","680776","2023","362","8",".402","89.9",5.3,46.3,"102.136277603",49.3,24.3,24.6
"Jeffers, Ryan","680777","2023","335","14",".413","90.5",11.6,42.7,"101.812058454",52.9,29.1,29.1
"Gelof, Zack","680869","2023","300","14",".424","89.8",11.1,41.3,"99.898924043",50.6,33.7,28
"Miller, Owen","680911","2023","314","5",".332","86.3",3.4,30.8,"97.106564615",70.6,18.4,30.8
"Donovan, Brendan","680977","2023","371","11",".371","89.3",5.8,40.6,"99.360461838",69.3,14.8,22.5
"Stott, Bryson","681082","2023","640","15",".336","88.1",4.7,35.2,"97.379136163",74.7,15.1,23.1
"Carpenter, Kerry","681481","2023","459","20",".419","90.1",10.2,44,"99.813840795",55.7,27,27.6
"Outman, James","681546","2023","567","23",".420","87.9",11.1,39.9,"99.962159145",38.7,36.6,30.4
"Alvarez, Francisco","682626","2023","423","25",".370","90.1",12.8,45.1,"101.730853431",48.4,31.8,31.9
"De La Cruz, Elly","682829","2023","427","13",".428","91.2",8.5,45.9,"102.817937107",54.1,29.7,18.3
"Abrams, CJ","682928","2023","614","18",".345","87.4",6.9,35.9,"98.814933243",62.2,22.3,25.1
"Greene, Riley","682985","2023","416","11",".477","91.6",11.3,47.3,"103.007318636",53,28.2,21.8
"Carroll, Corbin","682998","2023","645","25",".386","90",7.6,40.9,"100.972563211",62.8,21.5,24
"Henderson, Gunnar","683002","2023","622","28",".431","92",11.4,52,"102.730226238",58.5,26.4,26.5
"Volpe, Anthony","683011","2023","601","21",".385","88.7",9,43,"99.54617672",49.9,28.1,27.6
"Baty, Brett","683146","2023","389","9",".382","89.5",7.7,44.3,"101.615153008",44.4,31.5,20.3
"Vaughn, Andrew","683734","2023","615","21",".371","90.6",8.4,46.5,"101.661403",56,24.1,23.7
"Doyle, Brenton","686668","2023","431","10",".369","88.3",8.7,35,"99.107707983",37.5,35.7,25.6
"Massey, Michael","686681","2023","461","15",".381","88.6",7.8,39.5,"99.467958364",57.6,22.4,30.5
"Brennan, Will","686823","2023","455","5",".331","85.7",2.4,29.2,"96.456825397",70.9,18.2,17.8
"Wiemer Jr., Joey","686894","2023","410","13",".354","89.3",9.1,39.1,"99.675385433",47.9,33.6,28.9
"Neto, Zach","687263","2023","329","9",".357","89.1",8.8,40.3,"99.587439533",44,28.5,32.4
"Walker, Jordan","691023","2023","465","16",".390","89.4",7.5,42.5,"101.884002327",48.1,30,22.6
"Yoshida, Masataka","807799","2023","580","15",".350","89",6.6,40.6,"100.123813246",71,18.3,19.4
