"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Díaz, Aledmys","649557","254","11.3",27.6,"110","87.8","98","90.5","87.7","400","144","375","85",33.5,"7",2.8,2
"Doyle, Brenton","686668","254","11.7",29.5,"111","88.3","99.1","93.8","83.8","451","155","412","89",35,"22",8.7,5.1
"Wiemer, Joey","686894","253","10.5",28.9,"112.8","89.3","99.7","93.6","86.6","432","160","401","99",39.1,"23",9.1,5.6
"DeJong, Paul","657557","253","16.8",34.8,"107.6","85.5","97.7","91.1","80.5","433","168","401","84",33.2,"17",6.7,4.3
"Farmer, Kyle","571657","252","13.2",36.1,"105.5","86.4","97.4","92.2","80.9","435","162","402","83",32.9,"17",6.7,4.6
"McLain, Matt","680574","250","13.8",39.6,"109.9","89.3","100.2","94.4","83.9","428","182","396","106",42.4,"27",10.8,6.7
"Sheets, Gavin","657757","249","16.9",29.7,"109.5","88.1","98.4","92.1","86.7","423","171","396","81",32.5,"13",5.2,3.8
"Marte, Starling","516782","248","6.3",30.6,"110.9","88.2","100.1","92.7","84.5","423","145","413","98",39.5,"14",5.6,4.1
"Laureano, Ramón","657656","248","12.9",34.7,"112.7","88.2","98.9","90.6","86.7","440","158","409","89",35.9,"24",9.7,5.9
"Stanton, Giancarlo","519317","248","12.5",27.4,"119.5","93.3","106.1","97.7","91.2","485","167","416","120",48.4,"39",15.7,9.4
"Vázquez, Christian","543877","247","10",36,"106.6","86.7","96.9","91","82.9","412","158","383","81",32.8,"8",3.2,2.3
"Bae, Ji Hwan","678225","247","1.1",24.3,"110.2","88.1","98.9","92.6","85.8","403","112","381","91",36.8,"5",2,1.3
"De La Cruz, Elly","682829","246","3.6",30.5,"119.2","91.2","102.8","95.2","88.3","467","136","420","113",45.9,"21",8.5,4.9
"Baty, Brett","683146","246","6.6",32.9,"113.7","89.5","101.6","94.8","85.9","440","147","413","109",44.3,"19",7.7,4.9
"Brown, Seth","664913","245","16.4",32.7,"113.3","90.5","101.6","94.9","86.7","437","189","397","114",46.5,"30",12.2,7.9
"Duran, Jarren","680776","244","10.7",32,"112.6","89.9","102.1","93.6","87.1","434","162","391","113",46.3,"13",5.3,3.6
"Mateo, Jorge","622761","244","10.4",28.3,"112.4","88.4","100.4","92.3","85.7","433","152","404","94",38.5,"13",5.3,3.7
"Kelenic, Jarred","672284","242","10.1",38.8,"112","90.9","101.5","94.6","86.5","482","169","406","110",45.5,"23",9.5,5.5
"Jones, Nolan","666134","242","9.8",34.7,"115.3","90.1","102.4","95.3","84.3","483","178","417","100",41.3,"38",15.7,9
"Wong, Connor","657136","241","15.5",34,"113.6","89.1","100.1","94.1","85.8","427","162","389","91",37.8,"22",9.1,5.5
"Judge, Aaron","592450","240","20.4",37.1,"116.9","97.6","107.4","101.2","92.6","464","225","408","154",64.2,"66",27.5,14.4
"Rojas, Josh","668942","239","13",35.6,"105.7","87.1","96.7","88.8","85.7","403","166","379","69",28.9,"9",3.8,2.6
"Noda, Ryan","676116","238","16",38.2,"113.9","91.2","102.1","94.9","87.5","427","187","394","107",45,"31",13,6.3
"Chisholm Jr., Jazz","665862","237","10.7",25.3,"111.6","90.3","101.2","96.5","85.4","439","153","401","99",41.8,"29",12.2,7.6
"Maldonado, Martín","455117","235","18.1",32.8,"109.3","88.4","99.5","92.8","83.4","438","168","393","94",40,"20",8.5,4.9
"Yastrzemski, Mike","573262","234","19.6",35,"110.1","90","100.7","94.2","85.4","418","188","385","103",44,"23",9.8,6
"Raley, Luke","670042","232","17.3",28.9,"114.3","91.1","102.7","94.6","89.2","450","162","405","106",45.7,"30",12.9,7.4
"Tellez, Rowdy","642133","230","15.2",35.7,"114.8","89.9","101.2","92.5","89.2","429","181","398","93",40.4,"20",8.7,5.7
"Bailey, Patrick","672275","229","10.2",36.2,"108.6","88.7","99.4","92.3","85","432","160","396","88",38.4,"23",10,6.5
"Taylor, Michael A.","572191","229","13.4",30.1,"114.3","88.1","101.4","94.3","82.4","468","167","404","87",38,"31",13.5,8
"Moncada, Yoán","660162","228","12.3",42.5,"112.7","89.4","100","93.2","86","433","173","398","89",39,"23",10.1,6.4
"Baddoo, Akil","668731","226","10.8",26.5,"111.7","88.1","99","91.9","85.9","443","154","398","82",36.8,"14",6.2,3.9
"Meyers, Jake","676694","222","13.9",34.7,"108.3","86","96.7","91.3","80.6","423","163","395","62",27.9,"14",6.3,4.1
"Polanco, Jorge","593871","217","21.6",39.6,"111.4","88.4","100.2","92.2","81.6","437","199","396","88",40.6,"30",13.8,8.7
"Rogers, Jake","668670","216","14.7",40.3,"109.1","90.4","100.4","95.5","84.1","414","185","396","98",45.6,"26",12,7.1
"Duvall, Adam","594807","215","28.9",33,"110","88.8","100.1","93.4","81.5","443","209","403","84",39.1,"28",13,7.9
"Garver, Mitch","641598","214","20.5",35.5,"113.2","90","101","94","84.5","457","195","411","90",42.1,"27",12.6,7.8
"Julien, Edouard","666397","214","8",38.8,"108.9","89.5","100.9","94.3","84.6","452","159","397","96",44.9,"28",13.1,6.9
"Taylor, Chris","621035","214","21.5",38.8,"110.8","86.2","99","91.9","76.4","430","192","410","80",37.4,"21",9.8,5.5
"Anderson, Brian","605119","213","9.9",34.3,"110.3","87.6","99.7","93.7","83.1","421","155","400","79",37.1,"22",10.3,6.1
"Siri, Jose","642350","212","14.4",32.5,"113.7","88.4","100.6","93","82.6","457","185","404","80",37.7,"28",13.2,7.7
"Walls, Taylor","670764","212","19.1",32.1,"104.8","86.7","95.8","89.3","83.8","404","176","379","61",28.8,"7",3.3,2
"Trout, Mike","545361","206","19.3",38.3,"114.3","91.9","104.2","96","89.8","461","197","416","107",51.9,"33",16,9.1
"Arias, Gabriel","672356","203","3.7",30,"114.4","91.1","101.9","96.3","87.1","441","147","414","94",46.3,"20",9.9,5.8
"Belt, Brandon","474832","200","19.8",44,"109.9","88.7","100.7","94","77.9","448","206","400","80",40,"30",15,7.4
"Buxton, Byron","621439","199","20.1",33.2,"116.9","91.5","102.5","97.3","83.1","466","192","406","91",45.7,"29",14.6,8.4
"Sabol, Blake","666165","197","16.1",31,"111.6","89.1","100.1","95.8","84.3","436","162","407","76",38.6,"22",11.2,6.4
"Pratto, Nick","668472","172","13.4",40.7,"107.6","87.5","99.6","93.4","81.3","438","178","388","72",41.9,"14",8.1,4.1
